編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態,id,Response_Address,Response_X,Response_Y,lng,lat
13543,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區中山路一段７５號七樓之１,0.0,,,,1130603,七層,16.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1031222.0,9,102.54,2,2,1,有,有,15000,146.0,,0.0,0,社會住宅包租代管公會版(3期388-2)未租賃車位，建物登記含有車位面積;續租案件;,5(揭露且明細顯示備註),35176,臺中市潭子區家福里1鄰中山路一段75號,219714.497,2676394.838,120.7018845530062,24.1926835789165
13544,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區復興路二段２１巷１弄３號,0.0,,,,1121218,全,2.0,透天厝,住家用,加強磚造,650130.0,48,136.5,6,2,2,有,無,20000,147.0,,0.0,0,此為台中市政府社會住宅包租代管計畫。,5(揭露且明細顯示備註),35177,臺中市潭子區潭陽里5鄰復興路二段21巷1弄3號,220259.505,2678069.501,120.70721475472794,24.207814883738493
13545,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區福潭路３１３巷９號四樓,0.0,,,,1130705,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850110.0,28,121.9,3,2,2,有,有,18000,148.0,,0.0,0,,2(資料揭露),35178,臺中市潭子區潭陽里7鄰福潭路313巷9號,220496.901,2678210.526,120.70954892955723,24.209092702392898
13546,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區大新路５９巷４號５樓,0.0,,,,1131017,五層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821210.0,31,133.15,3,2,2,有,有,20000,150.0,坡道機械,0.0,0,還有一個機車位,5(揭露且明細顯示備註),35179,臺中市潭子區福仁里26鄰大新路59巷4號,220261.139,2677415.078,120.7072443373959,24.201905986786493
13547,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區勝利九街３３號４樓之２,0.0,,,,1130817,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821213.0,31,99.15,2,2,2,有,有,15000,151.0,,0.0,0,續租案件;,2(資料揭露),35180,臺中市潭子區甘蔗里34鄰勝利九街33號,219496.429,2678451.757,120.69969451758658,24.2112517296001
13548,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區仁愛路二段１７４巷２２號３樓之１,0.0,,,,1130626,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,800517.0,33,118.85,3,2,2,有,有,18000,151.0,,0.0,0,社會住宅包租代管公會版。續租案件;,5(揭露且明細顯示備註),35181,臺中市潭子區嘉仁里12鄰仁愛路二段174巷22號,220541.791,2678987.889,120.70997496909236,24.21611251882924
13549,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區勝利六街１９號十三樓,0.0,,,,1130820,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840828.0,29,131.33,3,2,2,有,有,20000,152.0,,0.0,0,台中市政府包租代管計畫。,5(揭露且明細顯示備註),35182,臺中市潭子區甘蔗里32鄰勝利六街19號,219569.481,2678261.216,120.70041772389574,24.209532711818255
13550,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區中山路三段４９３巷２３弄５號,130.46,工,,,1130927,全,2.0,透天厝,廠房、成品倉庫、成品裝配室、員工宿舍、梯間,加強磚造,690905.0,44,197.34,3,2,1,有,無,30000,152.0,,0.0,0,3樓為增建部分連同一起出租租金總額含稅;含增建或未登記建物;,5(揭露且明細顯示備註),35183,臺中市潭子區栗林里1鄰中山路三段493巷23弄5號,220299.521,2680880.768,120.70755074154333,24.233199131282948
13551,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區雅豐街１７１巷９號４樓之１,0.0,,,,1131101,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,891013.0,24,105.04,2,2,1,有,有,16000,152.0,坡道平面,14.35,0,其他(車位租金);,2(資料揭露),35184,臺中市潭子區大豐里10鄰雅豐街171巷9號,218904.736,2679499.669,120.69384679532592,24.220701934896013
13552,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區雅豐街１７１巷１７號５樓,0.0,,,,1131021,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,891013.0,24,137.61,3,1,2,有,有,21000,153.0,,0.0,0,未租賃車位，建物登記含有車位面積;,2(資料揭露),35185,臺中市潭子區大豐里10鄰雅豐街171巷17號,218887.769,2679494.279,120.69367986237958,24.220652931646832
13553,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區福潭路６０６巷８號１０樓,0.0,,,,1130813,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800916.0,33,108.74,3,2,2,有,有,16600,153.0,,0.0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。續租案件;,5(揭露且明細顯示備註),35186,臺中市潭子區潭陽里11鄰福潭路606巷8號,220689.655,2678599.563,120.7114386181069,24.21260900692545
13554,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區福潭路８３０巷２６號３樓,0.0,,,,1130721,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830426.0,30,117.94,3,2,2,有,有,18000,153.0,坡道平面,0.0,3000,,2(資料揭露),35187,臺中市潭子區嘉仁里14鄰福潭路830巷26號,220390.068,2679012.742,120.70848071441692,24.216334069941237
13555,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區福潭路８３０巷２６號三樓,25.63,住,,,1130506,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830426.0,30,117.94,3,2,2,有,有,18000,153.0,坡道平面,0.0,3000,,2(資料揭露),35188,臺中市潭子區嘉仁里14鄰福潭路830巷26號,220390.068,2679012.742,120.70848071441692,24.216334069941237
13556,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路１０６巷６號,0.0,,,,1130517,全,2.0,透天厝,店舖、住宅、梯間、人行道,加強磚造,680613.0,45,104.52,3,2,2,有,無,16000,153.0,,0.0,0,社會住宅包租代管案件租金市價打9折。續租案件;,5(揭露且明細顯示備註),35189,臺中市潭子區栗林里18鄰祥和路106巷6號,220746.459,2680506.615,120.71195912680656,24.22982922364174
13557,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區勝利路９８號１１樓之２,0.0,,,,1130219,十一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880915.0,24,117.16,3,2,2,有,有,18012,154.0,其他,6.52,1012,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費、車位租金，費用由承租人另行支付。續租案件;,5(揭露且明細顯示備註),35190,臺中市潭子區甘蔗里8鄰勝利路98號,219673.372,2678177.651,120.70144225669985,24.208780193964376
13558,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區得福街１５０號４樓之２,0.0,,,,1130914,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811025.0,32,116.95,3,1,2,有,有,18000,154.0,,0.0,0,,2(資料揭露),35191,臺中市潭子區頭家里13鄰得福街150號,219175.38,2676675.907,120.69657180597592,24.195210941403047
13559,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路６０巷１４弄３號二樓,0.0,,,,1131024,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830118.0,31,97.41,3,1,2,有,有,15000,154.0,,0.0,0,,2(資料揭露),35192,臺中市潭子區栗林里13鄰祥和路60巷14弄3號,220908.385,2680545.943,120.71355269821949,24.23018733191826
13560,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區興華一路１４１巷２０號８樓之１,0.0,,,,1131106,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,871228.0,26,123.47,3,2,2,有,有,19000,154.0,,0.0,0,此為台中市政府社會住宅包租代管計畫。,5(揭露且明細顯示備註),35193,臺中市潭子區福仁里30鄰興華一路141巷20號,219781.459,2677948.33,120.70251114028491,24.206711688009342
13561,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區勝利五街６號１４樓,0.0,,,,1131105,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840801.0,29,121.68,3,2,2,有,有,19000,156.0,,0.0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。續租案件;,5(揭露且明細顯示備註),35194,臺中市潭子區甘蔗里23鄰勝利五街6號,219626.23,2678213.808,120.70097739916108,24.209105752797626
13562,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區人和路１６７巷５６號,0.0,,,,1131031,全,2.0,透天厝,住家用,加強磚造,620525.0,51,96.08,3,2,2,有,無,15000,156.0,,0.0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註),35195,臺中市潭子區潭北里1鄰人和路167巷56號,220238.992,2679377.427,120.70698580572632,24.219624030373396
13563,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區中山路一段１５巷６號６樓之６,0.0,,,,1130830,六層,14.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,970225.0,17,96.15,2,1,1,有,有,15500,156.0,坡道機械,12.98,2500,,2(資料揭露),35196,臺中市潭子區家興里4鄰中山路一段15巷6號,219720.682,2676063.179,120.70195239360062,24.18968907266324
13564,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區中山路一段１５巷３號十七樓,0.0,,,,1130822,十七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830824.0,30,89.75,2,1,1,有,有,14000,156.0,,0.0,0,,2(資料揭露),35197,臺中市潭子區家興里3鄰中山路一段15巷3號,219749.728,2676039.046,120.70223880415178,24.18947172896777
13565,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區福潭路１５號８樓之１,0.0,,,,1130716,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,921124.0,21,121.87,3,2,2,有,有,19000,156.0,坡道機械,4.99,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註),35198,臺中市潭子區福仁里24鄰福潭路15號,220446.894,2677338.302,120.70907450380793,24.201216261439562
13566,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區福潭路３１３巷３０號４樓,0.0,,,,1131125,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850110.0,29,141.35,4,2,2,有,有,22000,156.0,,0.0,0,,2(資料揭露),35199,臺中市潭子區潭陽里7鄰福潭路313巷30號,220468.246,2678233.686,120.70926635622887,24.209301280888422
13567,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區圓通南路２７６巷３號４樓之１,11.55,住,,,1130122,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880702.0,25,64.05,2,1,1,有,有,10000,156.0,,0.0,0,續租案件;,2(資料揭露),35200,臺中市潭子區潭陽里21鄰圓通南路276巷3號,219786.019,2678047.208,120.70255395902691,24.207604566019636
13568,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區福潭路５５０巷１１號二樓,0.0,,,,1130514,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811019.0,32,109.78,2,2,2,有,有,17250,157.0,,0.0,0,此為台中市社會住宅包租代管計畫。管理費1250元,5(揭露且明細顯示備註),35201,臺中市潭子區潭陽里11鄰福潭路550巷11號,220656.481,2678519.754,120.71111364688146,24.21188777547147
13569,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區環中東路一段２１７號十樓之１,0.0,,,,1130807,十層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880609.0,25,95.83,3,2,2,有,有,15000,157.0,,0.0,0,未租賃車位，建物登記含有車位面積;,2(資料揭露),35202,臺中市潭子區福仁里23鄰環中東路一段217號,220496.986,2677321.389,120.7095679584733,24.20106449083888
13570,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大豐路二段１１３巷２７號,0.0,,,,1130820,全,2.0,透天厝,住家用,加強磚造,671215.0,46,107.34,7,2,3,有,無,17000,158.0,,0.0,0,,2(資料揭露),35203,臺中市潭子區東寶里6鄰大豐路二段113巷27號,218620.293,2679247.004,120.69105180251418,24.21841491951279
13571,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區勝利路２５６號１２樓之１,0.0,,,,1130505,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900112.0,23,57.53,2,1,1,有,有,9100,158.0,,0.0,0,,2(資料揭露),35204,臺中市潭子區甘蔗里28鄰勝利路256號,219593.144,2678545.35,120.70064468536494,24.212098674022847
13572,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路１７２巷２５號,0.0,,,,1130317,全,4.0,透天厝,住家用,鋼筋混凝土造,800320.0,33,180.31,4,2,3,有,無,28500,158.0,,0.0,0,多人共同承租10;,2(資料揭露),35205,臺中市潭子區栗林里14鄰祥和路172巷25號,220513.464,2680608.876,120.7096629032783,24.23074819986689
13573,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區和平路９１號四樓之３,0.0,,,,1130422,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820413.0,31,81.74,3,2,2,有,有,13000,159.0,,0.0,0,,2(資料揭露),35206,臺中市潭子區頭家里18鄰和平路91號,219304.008,2676895.776,120.69783328887887,24.197198702646094
13574,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區頭張路一段１１７巷１７弄４１號６樓,0.0,,,,1130704,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820511.0,31,98.13,3,2,2,有,有,15600,159.0,,0.0,0,,2(資料揭露),35207,臺中市潭子區家福里10鄰頭張路一段117巷17弄41號,219471.783,2676476.728,120.6994936899557,24.19341829053272
13575,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大通街７３巷３６號,0.0,,,,1130621,見其他登記事項,1.0,其他,住家用,磚造,630723.0,50,75.6,2,1,1,有,無,12000,159.0,,0.0,0,續租案件;,2(資料揭露),35208,臺中市潭子區家興里20鄰大通街73巷36號,219547.412,2676170.447,120.70024460425775,24.19065427572264
13576,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區弘智二街１２８號十樓之５,0.0,,,,1130804,十層,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130329.0,0,151.76,3,2,2,有,有,23000,159.0,坡道平面,25.93,3000,,2(資料揭露),35209,臺中市潭子區栗林里10鄰弘智二街128號,219916.231,2679934.713,120.70379643402477,24.224649726869576
13577,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區祥和路１３３巷６６號四樓之１,0.0,,,,1130809,四層,11.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061117.0,7,112.41,2,2,1,有,有,18000,160.0,坡道平面,31.41,0,多人共同承租2;,2(資料揭露),35210,臺中市潭子區栗林里17鄰祥和路133巷66號,220728.764,2680279.932,120.71178950474265,24.227782129306682
13578,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區潭興路三段１１１巷１號十一樓之５,0.0,,,,1131015,十一層,11.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100524.0,3,156.18,3,2,2,有,有,25000,160.0,,0.0,0,未租賃車位，建物登記含有車位面積;,2(資料揭露),35211,臺中市潭子區甘蔗里17鄰潭興路三段111巷1號,219724.011,2678417.444,120.7019357430499,24.21094631093844
13579,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區頭家路１９２巷１５號８樓,0.0,,,,1130926,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840509.0,29,81.46,2,1,1,有,有,13000,160.0,,0.0,0,續租案件;,2(資料揭露),35212,臺中市潭子區頭家里16鄰頭家路192巷15號,219193.946,2676809.99,120.6967516989225,24.19642197005048
13580,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區興華一路４２２巷３１號７樓,0.0,,,,1130720,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830519.0,30,87.59,2,2,2,有,有,14000,160.0,,0.0,0,,2(資料揭露),35213,臺中市潭子區甘蔗里7鄰興華一路422巷31號,219647.342,2678840.779,120.70117203716607,24.214767210032306
13581,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路６０巷１４弄１號３樓,0.0,,,,1130430,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830118.0,30,106.55,3,1,2,有,有,17000,160.0,,0.0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。續租案件;,5(揭露且明細顯示備註),35214,臺中市潭子區栗林里13鄰祥和路60巷14弄1號,220902.367,2680547.259,120.71349341664914,24.230199102834025
13582,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大新路７４號三樓,15.69,住,,,1130215,三層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821021.0,30,95.86,2,2,2,有,有,15500,162.0,,0.0,0,,2(資料揭露),35215,臺中市潭子區福仁里14鄰大新路74號,220238.889,2677468.589,120.70702420164977,24.20238872844617
13583,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區榮興街２１巷２號九樓,0.0,,,,1130822,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840524.0,29,112.82,3,2,2,有,有,18400,163.0,,0.0,0,續租案件;,2(資料揭露),35216,臺中市潭子區家興里8鄰榮興街21巷2號,219679.071,2675877.97,120.70154670056056,24.18801597618834
13584,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大豐路三段２１９巷７號,0.0,,,,1130905,全,4.0,透天厝,住宅、停車空間、機電設備空間,鋼筋混凝土造,1060410.0,7,158.32,5,2,3,有,有,26000,164.0,,0.0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。續租案件;,5(揭露且明細顯示備註),35217,臺中市潭子區大豐里2鄰大豐路三段219巷7號,218727.852,2680315.808,120.69208755784545,24.228067491531394
13585,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區勝利十二街８７巷２２號５樓,0.0,,,,1130901,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870601.0,26,83.91,2,2,1,有,有,13800,164.0,,0.0,0,,2(資料揭露),35218,臺中市潭子區甘蔗里26鄰勝利十二街87巷22號,219507.647,2678605.793,120.6998016982679,24.21264276965847
13586,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區頭家路１０８號,0.0,,,,1130815,見其他登記事項,7.0,華廈(10層含以下有電梯),人行道、店舖、住宅,鋼筋混凝土造,811114.0,32,100.8,2,1,1,有,無,16500,164.0,,0.0,0,此為台中市政府社會住宅包租代管計畫。,5(揭露且明細顯示備註),35219,臺中市潭子區頭家里10鄰頭家路108號,219388.654,2676793.236,120.69866869814052,24.19627449621245
13587,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路１８２巷２４號,0.0,,,,1110607,全,3.0,透天厝,住宅、人行道、梯間,鋼筋混凝土造,700420.0,41,97.81,4,2,2,有,無,16000,164.0,,0.0,0,續租案件;,2(資料揭露),35220,臺中市潭子區栗林里14鄰祥和路182巷24號,220492.603,2680586.615,120.70945795514942,24.230546809218108
13588,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路１８２巷２４號,0.0,,,,1100623,全,3.0,透天厝,住宅、人行道、梯間,鋼筋混凝土造,700420.0,40,97.81,4,2,2,有,無,16000,164.0,,0.0,0,,2(資料揭露),35221,臺中市潭子區栗林里14鄰祥和路182巷24號,220492.603,2680586.615,120.70945795514942,24.230546809218108
13590,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區興華一路１４１巷９１弄９號２樓,0.0,,,,1130510,二層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870310.0,26,72.89,2,1,1,有,有,12000,165.0,,0.0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。續租案件;,5(揭露且明細顯示備註),35223,臺中市潭子區甘蔗里31鄰興華一路141巷91弄9號,219595.424,2677923.855,120.70068023934391,24.206487110955887
13591,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區人和路３７巷６號１１樓之３,0.0,,,,1130125,十一層,14.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091205.0,3,131.91,2,2,1,有,有,18900,165.0,坡道平面,29.76,2000,社會住宅包租代管公會版。續租案件;,5(揭露且明細顯示備註),35224,臺中市潭子區潭北里13鄰人和路37巷6號,220246.215,2679057.449,120.7070635268187,24.21673502119446
13592,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區頭張路一段１１７巷１７弄２３號十三樓,9.66,商,,,1130223,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820511.0,31,91.18,2,2,1,有,有,15000,165.0,,0.0,0,,2(資料揭露),35225,臺中市潭子區家福里10鄰頭張路一段117巷17弄23號,219427.454,2676508.504,120.69905666622695,24.193704342218933
13593,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大成街１巷１３１號３樓,0.0,,,,1131025,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821105.0,31,100.02,3,2,2,有,有,16500,165.0,,0.0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。續租案件;,5(揭露且明細顯示備註),35226,臺中市潭子區頭家東里1鄰大成街1巷131號,219888.249,2675846.686,120.70360630100569,24.18773752280538
13594,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大豐路二段１２２巷１１之２號７樓,0.0,,,,1130420,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821106.0,30,116.82,3,2,2,有,有,19500,167.0,,0.0,0,,2(資料揭露),35227,臺中市潭子區大豐里9鄰大豐路二段122巷11之2號,218809.567,2679357.626,120.69291287979225,24.219417515342315
13595,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區嘉豐路９號,0.0,,,,1130425,全,3.0,透天厝,住宅　人行道　店舖,鋼筋混凝土造,811207.0,31,143.64,4,5,4,有,無,24000,167.0,,0.0,0,社會住宅包租代管公會版。續租案件;,5(揭露且明細顯示備註),35228,臺中市潭子區嘉仁里7鄰嘉豐路9號,221007.076,2679226.183,120.71455100221995,24.218272779170135
13596,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大成街７巷１５號,0.0,,,,1120222,全,2.0,透天厝,住家用,加強磚造,631207.0,48,107.1,4,2,1,有,無,18000,168.0,,0.0,0,續租案件;,2(資料揭露),35229,臺中市潭子區頭家東里3鄰大成街7巷15號,219876.174,2676048.055,120.7034832434987,24.18955549949938
13597,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大成街７巷１５號,94.5,住,,,1130202,全,2.0,透天厝,住家用,加強磚造,631207.0,49,107.1,4,2,1,有,無,18000,168.0,,0.0,0,,2(資料揭露),35230,臺中市潭子區頭家東里3鄰大成街7巷15號,219876.174,2676048.055,120.7034832434987,24.18955549949938
13598,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區得天街１３號六樓之２,0.0,,,,1130426,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810503.0,32,88.98,3,2,1,有,有,15000,169.0,,0.0,0,,2(資料揭露),35231,臺中市潭子區頭家里3鄰得天街13號,219638.07,2676627.622,120.7011273530836,24.194783964987366
13599,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區興華二路５２號８樓之１,0.0,,,,1131115,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880615.0,25,117.17,3,2,2,有,有,20000,171.0,升降機械,5.51,0,其他(車位租金);,2(資料揭露),35232,臺中市潭子區潭陽里22鄰興華二路52號,219974.692,2678453.776,120.70440289129375,24.21127916904992
13600,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區大德北路７５號三樓,0.0,,,,1131114,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830520.0,30,69.57,2,1,1,有,有,12000,172.0,,0.0,0,續租案件;,2(資料揭露),35233,臺中市潭子區東寶里32鄰大德北路75號,217255.089,2677830.378,120.67764306200925,24.205596082893905
13601,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區合作街３８巷３６號,0.0,,,,1130809,一層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871211.0,26,116.3,3,1,2,有,有,20000,172.0,,0.0,0,,2(資料揭露),35234,臺中市潭子區福仁里25鄰合作街38巷36號,220473.889,2677657.652,120.70933370593539,24.204100250681734
13602,387000000A,66000,66000000,潭子區,租賃房屋+車位,臺中市潭子區潭富路二段１８９號十三樓之２,0.0,,,,1130722,十三層,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130226.0,0,121.69,2,2,1,有,有,21000,173.0,坡道平面,27.58,0,"租賃期間有約定不同租金簽約日至113年7月31日止為租約搬遷期,113年8月1日起正式起算租金;",2(資料揭露),35235,臺中市潭子區大豐里14鄰潭富路二段189號,218813.038,2679909.734,120.69293510126889,24.224402669986386
13603,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路１８２巷２４號,0.0,,,,1130522,全,3.0,透天厝,住宅、人行道、梯間,鋼筋混凝土造,700420.0,43,97.81,4,2,2,有,無,17000,174.0,,0.0,0,,2(資料揭露),35236,臺中市潭子區栗林里14鄰祥和路182巷24號,220492.603,2680586.615,120.70945795514942,24.230546809218108
13604,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區祥和路１８２巷２４號,0.0,,,,1120612,全,3.0,透天厝,住宅、人行道、梯間,鋼筋混凝土造,700420.0,42,97.81,4,2,2,有,無,17000,174.0,,0.0,0,續租案件;,2(資料揭露),35237,臺中市潭子區栗林里14鄰祥和路182巷24號,220492.603,2680586.615,120.70945795514942,24.230546809218108
13605,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區復興路一段７號八樓之３,0.0,,,,1130519,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820730.0,31,90.13,3,2,2,有,有,15796,175.0,,0.0,0,管理費1204由出租人負擔，已從租金扣除,5(揭露且明細顯示備註),35238,臺中市潭子區福仁里20鄰復興路一段7號,220132.13,2677409.117,120.7059744819023,24.201849718303194
13606,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區和平路６９巷３８號四樓,0.0,,,,1130729,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810306.0,32,108.33,4,1,2,有,有,19000,175.0,,0.0,0,,2(資料揭露),35239,臺中市潭子區頭家里17鄰和平路69巷38號,219220.209,2676825.091,120.69700990133745,24.196558834491576
13607,387000000A,66000,66000000,潭子區,租賃房屋,臺中市潭子區福潭路６６０巷６號四樓,0.0,,,,1130911,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811128.0,32,108.1,3,2,2,有,有,19000,176.0,,0.0,0,,2(資料揭露),35240,臺中市潭子區潭陽里11鄰福潭路660巷6號,220667.875,2678740.725,120.71122132258442,24.213883182079194
